start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
2a17:c07d:c000::,2a17:c07d:ffff:ffff:ffff:ffff:ffff:ffff,2a17:c07d:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
241d:6527:8000::,241d:6527:bfff:ffff:ffff:ffff:ffff:ffff,241d:6527:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2a04:4a43:579f:b65d::,2a04:4a43:579f:b65d:ffff:ffff:ffff:ffff,2a04:4a43:4000::,London,England,GB,51.50853,-0.12574,E1W,Europe/London
223.136.99.140,223.136.99.143,223.136.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
2409:4081:9111:9f00::,2409:4081:9111:9fff:ffff:ffff:ffff:ffff,2409:4081:8000::,Rajpur,Madhya Pradesh,IN,22.30393,74.35568,473331,Asia/Kolkata
2c04:8c19:c000::,2c04:8c19:ffff:ffff:ffff:ffff:ffff:ffff,2c04:8c19:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
164.153.247.176,164.153.247.183,164.153.0.0,Chicago,Illinois,US,41.85003,-87.65005,60666,America/Chicago
79.123.57.192,79.123.57.207,79.123.0.0,Loughton,England,GB,51.646,0.0538,IG10,Europe/London
2a05:6ecc:4000::,2a05:6ecc:7fff:ffff:ffff:ffff:ffff:ffff,2a05:6ecc:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
263c:7fd6:8000::,263c:7fd6:bfff:ffff:ffff:ffff:ffff:ffff,263c:7fd6:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2c06:a20a:8000::,2c06:a20a:bfff:ffff:ffff:ffff:ffff:ffff,2c06:a20a:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2a06:887e::,2a06:887e:3fff:ffff:ffff:ffff:ffff:ffff,2a06:887e::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
27.140.216.0,27.140.216.107,27.140.0.0,Kobe,Hyōgo,JP,34.6913,135.183,761-4146,Asia/Tokyo
240e:314:ab35:8000::,240e:314:ab35:bfff:ffff:ffff:ffff:ffff,240e:314:8000::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2419:af68:4000::,2419:af68:7fff:ffff:ffff:ffff:ffff:ffff,2419:af68:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
200.55.144.176,200.55.144.183,200.55.0.0,Sancti Spíritus,Sancti Spíritus Province,CU,21.92972,-79.4425,,America/Havana
2406:4ba8:8000::,2406:4ba8:bfff:ffff:ffff:ffff:ffff:ffff,2406:4ba8:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2a12:e841:8000::,2a12:e841:bfff:ffff:ffff:ffff:ffff:ffff,2a12:e841:8000::,Harrogate,England,GB,53.99078,-1.5373,HG1,Europe/London
2409:4089:ab1e:6300::,2409:4089:ab1e:63ff:ffff:ffff:ffff:ffff,2409:4089:8000::,Lucknow,Uttar Pradesh,IN,26.83928,80.92313,226004,Asia/Kolkata
241a:576e:c000::,241a:576e:ffff:ffff:ffff:ffff:ffff:ffff,241a:576e:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2807:3fc3::,2807:3fc3:3fff:ffff:ffff:ffff:ffff:ffff,2807:3fc3::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
76.123.201.33,76.123.201.33,76.123.0.0,Murfreesboro,Tennessee,US,35.84562,-86.39027,37130,America/Chicago
241f:1c7c:4000::,241f:1c7c:7fff:ffff:ffff:ffff:ffff:ffff,241f:1c7c:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2635:a025:c000::,2635:a025:ffff:ffff:ffff:ffff:ffff:ffff,2635:a025:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2804:33cf:c000::,2804:33cf:ffff:ffff:ffff:ffff:ffff:ffff,2804:33cf:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2a07:1042:c000::,2a07:1042:ffff:ffff:ffff:ffff:ffff:ffff,2a07:1042:c000::,London,England,GB,51.50853,-0.12574,E1W,Europe/London
2409:4088:810a:3100::,2409:4088:810a:31ff:ffff:ffff:ffff:ffff,2409:4088:8000::,Jamshedpur,Jharkhand,IN,22.80278,86.18545,831002,Asia/Kolkata
241a:24f9:c000::,241a:24f9:ffff:ffff:ffff:ffff:ffff:ffff,241a:24f9:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
113.179.68.228,113.179.69.17,113.179.0.0,Thanh Hóa,Thanh Hóa Province,VN,19.8,105.76667,40150,Asia/Bangkok
2804:d59:835d::,2804:d59:835d:ff:ffff:ffff:ffff:ffff,2804:d59:8000::,Aparecida de Goiânia,Goiás,BR,-16.82333,-49.24389,74900-000,America/Sao_Paulo
217.246.248.0,217.246.249.255,217.246.0.0,Greiling,Bavaria,DE,47.76667,11.61667,83677,Europe/Berlin
73.116.143.170,73.116.143.171,73.116.0.0,Stockton,California,US,37.9577,-121.29078,95201,America/Los_Angeles
45.84.108.0,45.84.111.255,45.84.0.0,London,England,GB,51.50853,-0.12574,E1W,Europe/London
2c03:4537:8000::,2c03:4537:bfff:ffff:ffff:ffff:ffff:ffff,2c03:4537:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
12.192.25.216,12.192.25.223,12.192.0.0,Hollywood,Florida,US,26.0218,-80.1891,33021,America/New_York
2a11:b5c4:4000::,2a11:b5c4:7fff:ffff:ffff:ffff:ffff:ffff,2a11:b5c4:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a0e:fae:4000::,2a0e:fae:7fff:ffff:ffff:ffff:ffff:ffff,2a0e:fae:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a01:8c44:4000::,2a01:8c44:7fff:ffff:ffff:ffff:ffff:ffff,2a01:8c44:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
125.239.20.24,125.239.20.27,125.239.0.0,Christchurch,Canterbury,NZ,-43.53333,172.63333,8011,Pacific/Auckland
2409:4081:898:a00::,2409:4081:898:aff:ffff:ffff:ffff:ffff,2409:4081::,Mahād,Maharashtra,IN,18.08333,73.41667,402301,Asia/Kolkata
263f:7247:4000::,263f:7247:7fff:ffff:ffff:ffff:ffff:ffff,263f:7247:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2630:ceea::,2630:ceea:3fff:ffff:ffff:ffff:ffff:ffff,2630:ceea::,Tysons,Virginia,US,38.953,-77.2295,22102,America/New_York
2001:268:9634:2b00::,2001:268:9634:2cff:ffff:ffff:ffff:ffff,2001:268:8000::,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
67.83.11.72,67.83.11.102,67.83.0.0,Scarsdale,New York,US,41.0051,-73.78458,10583,America/New_York
2001:1a81:5255:3500::,2001:1a81:5255:35ff:ffff:ffff:ffff:ffff,2001:1a81:4000::,Aschersleben,Saxony-Anhalt,DE,51.75742,11.46084,06449,Europe/Berlin
14.240.21.48,14.240.21.59,14.240.0.0,Thủ Dầu Một,Bình Dương Province,VN,10.9804,106.6519,75150,Asia/Ho_Chi_Minh
2c0d:9ae9::,2c0d:9ae9:3fff:ffff:ffff:ffff:ffff:ffff,2c0d:9ae9::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
240e:350:a203:9100::,240e:350:a203:92ff:ffff:ffff:ffff:ffff,240e:350:8000::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2c0d:3b3a::,2c0d:3b3a:3fff:ffff:ffff:ffff:ffff:ffff,2c0d:3b3a::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2409:4073:219f:9d00::,2409:4073:219f:9dff:ffff:ffff:ffff:ffff,2409:4073::,Ottappālam,Kerala,IN,10.7735,76.37758,679103,Asia/Kolkata
2401:4900:71ba:2c00::,2401:4900:71ba:2cff:ffff:ffff:ffff:ffff,2401:4900:4000::,Jhumri Telaiya,Jharkhand,IN,24.4349,85.52951,825409,Asia/Kolkata
2a1e:e94e:4000::,2a1e:e94e:7fff:ffff:ffff:ffff:ffff:ffff,2a1e:e94e:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
122.222.157.64,122.222.157.73,122.222.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
2407:a70a::,2407:a70a:3fff:ffff:ffff:ffff:ffff:ffff,2407:a70a::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2603:8080:6203:6e85::,2603:8080:6203:6e85:ffff:ffff:ffff:ffff,2603:8080:4000::,Stanton,California,US,33.80252,-117.99312,90680,America/Los_Angeles
240e:341:a8a5::,240e:341:a8a5:4ff:ffff:ffff:ffff:ffff,240e:341:8000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
50.201.138.192,50.201.138.255,50.201.0.0,Ashburn,Virginia,US,39.04372,-77.48749,20147,America/New_York
2409:4070:2d1a:e900::,2409:4070:2d1a:e9ff:ffff:ffff:ffff:ffff,2409:4070::,Rayachoti,Andhra Pradesh,IN,14.05723,78.75056,516269,Asia/Kolkata
2001:b400:e203:3000::,2001:b400:e203:30ff:ffff:ffff:ffff:ffff,2001:b400:c000::,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
2400:4160:24fc::,2400:4160:2501:ffff:ffff:ffff:ffff:ffff,2400:4160::,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
183.76.111.64,183.76.111.66,183.76.0.0,Miyazaki,Miyazaki,JP,31.91667,131.41667,880-0000,Asia/Tokyo
2405:204:a28e:9500::,2405:204:a28e:95ff:ffff:ffff:ffff:ffff,2405:204:8000::,Mau Aimma,Uttar Pradesh,IN,25.69515,81.92336,212507,Asia/Kolkata
2408:8248:1880:13fc::,2408:8248:1880:14ff:ffff:ffff:ffff:ffff,2408:8248::,Shenzhen,Guangdong,CN,22.54554,114.0683,518000,Asia/Shanghai
32.221.44.12,32.221.44.15,32.221.0.0,Guilford,Connecticut,US,41.28899,-72.68176,06437,America/New_York
110.139.230.100,110.139.230.100,110.139.0.0,Gorontalo,Gorontalo,ID,0.5375,123.0625,,Asia/Makassar
240b:cb7c:4000::,240b:cb7c:7fff:ffff:ffff:ffff:ffff:ffff,240b:cb7c:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
199.180.168.188,199.180.168.188,199.180.0.0,Calgary,Alberta,CA,51.05011,-114.08529,T3S,America/Edmonton
2a11:8106:8000::,2a11:8106:bfff:ffff:ffff:ffff:ffff:ffff,2a11:8106:8000::,Saint Petersburg,St.-Petersburg,RU,59.93863,30.31413,195213,Europe/Moscow
84.65.171.32,84.65.171.35,84.65.0.0,Stirling,Scotland,GB,56.11903,-3.93682,FK8,Europe/London
240d:c1b4::,240d:c1b4:3fff:ffff:ffff:ffff:ffff:ffff,240d:c1b4::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
125.23.136.10,125.23.136.15,125.23.0.0,Bhopāl,Madhya Pradesh,IN,23.25469,77.40289,464993,Asia/Kolkata
2401:4900:5241:f100::,2401:4900:5241:f2ff:ffff:ffff:ffff:ffff,2401:4900:4000::,Jodhpur,Rajasthan,IN,26.26841,73.00594,342001,Asia/Kolkata
2001:4dc8:9a07:101::,2001:4dc8:9a09:ff:ffff:ffff:ffff:ffff,2001:4dc8:8000::,Bayreuth,Bavaria,DE,49.94782,11.57893,95444,Europe/Berlin
2a01:e0a:480:77f1::,2a01:e0a:480:77ff:ffff:ffff:ffff:ffff,2a01:e0a::,Nice,Provence-Alpes-Côte d'Azur,FR,43.70313,7.26608,06000,Europe/Paris
2a16:dbae:4000::,2a16:dbae:7fff:ffff:ffff:ffff:ffff:ffff,2a16:dbae:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2409:8a60:3622:8b00::,2409:8a60:3622:8bff:ffff:ffff:ffff:ffff,2409:8a60::,Hefei,Anhui,CN,31.86389,117.28083,230000,Asia/Shanghai
2a0e:d1cd::,2a0e:d1cd:3fff:ffff:ffff:ffff:ffff:ffff,2a0e:d1cd::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2600:1004:b01c:3900::,2600:1004:b01c:39ff:ffff:ffff:ffff:ffff,2600:1004:8000::,Benson,North Carolina,US,35.38211,-78.54862,27504,America/New_York
2401:dc68:c000::,2401:dc68:ffff:ffff:ffff:ffff:ffff:ffff,2401:dc68:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
240e:460:6f84:3900::,240e:460:6f84:39ff:ffff:ffff:ffff:ffff,240e:460:4000::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2409:408a:141f::,2409:408a:141f:4ff:ffff:ffff:ffff:ffff,2409:408a::,Patna,Bihar,IN,25.59408,85.13563,800001,Asia/Kolkata
2409:4061:2d3c:6d00::,2409:4061:2d3c:6dff:ffff:ffff:ffff:ffff,2409:4061::,Tāki,West Bengal,IN,22.58867,88.93253,743429,Asia/Kolkata
177.103.9.12,177.103.9.13,177.103.0.0,Leme,São Paulo,BR,-22.18556,-47.39028,13610-000,America/Sao_Paulo
2001:1890:1fd6:6800::,2001:1890:1fd6:68ff:ffff:ffff:ffff:ffff,2001:1890::,Jersey City,New Jersey,US,40.7324,-74.0431,07310,America/New_York
69.88.192.96,69.88.192.139,69.88.0.0,Decatur,Indiana,US,40.8306,-84.92913,46733,America/Indiana/Indianapolis
2001:16a2:f9e3:6000::,2001:16a2:f9e4:9fff:ffff:ffff:ffff:ffff,2001:16a2:c000::,Abha,'Asir Region,SA,18.21639,42.50528,,Asia/Riyadh
114.183.218.80,114.183.218.81,114.183.0.0,Chiba,Chiba,JP,35.6,140.11667,260-0014,Asia/Tokyo
2c0c:4a65:c000::,2c0c:4a65:ffff:ffff:ffff:ffff:ffff:ffff,2c0c:4a65:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
60.101.191.200,60.101.191.207,60.101.0.0,Matsudo,Chiba,JP,35.77995,139.90144,271-0092,Asia/Tokyo
207.30.53.100,207.30.53.255,207.30.0.0,Starke,Florida,US,29.94413,-82.10983,32091,America/New_York
2409:8a60:cc26::,2409:8a60:cc26:72ff:ffff:ffff:ffff:ffff,2409:8a60:c000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2a1f:8af3:c000::,2a1f:8af3:ffff:ffff:ffff:ffff:ffff:ffff,2a1f:8af3:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2409:4043:2b97:e200::,2409:4043:2b97:e2ff:ffff:ffff:ffff:ffff,2409:4043::,Kurud,Chhattisgarh,IN,20.83073,81.72212,493663,Asia/Kolkata
2a01:c23:6a00:b23c::,2a01:c23:6a00:b23c:ffff:ffff:ffff:ffff,2a01:c23:4000::,Cece,Fejér,HU,46.77056,18.62826,7013,Europe/Budapest
191.113.68.57,191.113.68.61,191.113.0.0,Santiago,Santiago Metropolitan,CL,-33.45694,-70.64827,8320000,America/Santiago
2a0e:41a:d583::,2a0e:41a:d59e:ffff:ffff:ffff:ffff:ffff,2a0e:41a:c000::,Brescia,Lombardy,IT,45.53558,10.21472,25100,Europe/Rome
173.196.184.28,173.196.184.79,173.196.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
2409:4089:1d8d:c600::,2409:4089:1d8d:c6ff:ffff:ffff:ffff:ffff,2409:4089::,Bargarh,Odisha,IN,21.33348,83.61905,768038,Asia/Kolkata
177.5.160.147,177.5.160.147,177.5.0.0,Canoinhas,Santa Catarina,BR,-26.17722,-50.39,89460-000,America/Sao_Paulo
2c09:2c25:4000::,2c09:2c25:7fff:ffff:ffff:ffff:ffff:ffff,2c09:2c25:4000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2605:e380:30b::,2605:e380:30b:ffff:ffff:ffff:ffff:ffff,2605:e380::,Baton Rouge,Louisiana,US,30.44332,-91.18747,70801,America/Chicago
241f:e26:4000::,241f:e26:7fff:ffff:ffff:ffff:ffff:ffff,241f:e26:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2c08:1655::,2c08:1655:3fff:ffff:ffff:ffff:ffff:ffff,2c08:1655::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2404:6b2d:4000::,2404:6b2d:7fff:ffff:ffff:ffff:ffff:ffff,2404:6b2d:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
191.142.41.152,191.142.41.153,191.142.0.0,Belo Horizonte,Minas Gerais,BR,-19.92083,-43.93778,30000-000,America/Sao_Paulo
64.83.247.96,64.83.247.111,64.83.0.0,Carbondale,Illinois,US,37.72727,-89.21675,62901,America/Chicago
217.114.45.188,217.114.45.191,217.114.0.0,Sulejów,Łódź Voivodeship,PL,51.35436,19.88538,97-330,Europe/Warsaw
59.85.47.68,59.85.47.71,59.85.0.0,Shiogama,Miyagi,JP,38.31667,141.03333,987-0058,Asia/Tokyo
2639:2e4:c000::,2639:2e4:ffff:ffff:ffff:ffff:ffff:ffff,2639:2e4:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2609:767e:c000::,2609:767e:ffff:ffff:ffff:ffff:ffff:ffff,2609:767e:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:3a1:6840:f900::,240e:3a1:6840:f9ff:ffff:ffff:ffff:ffff,240e:3a1:4000::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2001:1890:1f7a:9500::,2001:1890:1f7a:96ff:ffff:ffff:ffff:ffff,2001:1890::,Melbourne,Florida,US,28.2061,-80.685,32940,America/New_York
5.255.148.102,5.255.148.105,5.255.0.0,Madrid,Madrid,ES,40.4165,-3.70256,28004,Europe/Madrid
191.17.169.93,191.17.169.93,191.17.0.0,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
2401:4900:55be:c000::,2401:4900:55be:c0ff:ffff:ffff:ffff:ffff,2401:4900:4000::,Saugor,Madhya Pradesh,IN,23.83877,78.73874,470001,Asia/Kolkata
2a07:3054::,2a07:3054:3fff:ffff:ffff:ffff:ffff:ffff,2a07:3054::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a01:c23:7600:876e::,2a01:c23:7600:876f:ffff:ffff:ffff:ffff,2a01:c23:4000::,Berlin,Berlin,DE,52.52437,13.41053,10119,Europe/Berlin
280e:f203:c000::,280e:f203:ffff:ffff:ffff:ffff:ffff:ffff,280e:f203:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
184.60.227.88,184.60.227.89,184.60.0.0,Jackson,Kentucky,US,37.55315,-83.38351,41339,America/New_York
2804:1bf0:c:100::,2804:1bf0:c:ffff:ffff:ffff:ffff:ffff,2804:1bf0::,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
2401:c77d:8000::,2401:c77d:bfff:ffff:ffff:ffff:ffff:ffff,2401:c77d:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
240e:355:54c:9800::,240e:355:54c:99ff:ffff:ffff:ffff:ffff,240e:355::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
208.46.173.62,208.46.173.72,208.46.0.0,Las Vegas,Nevada,US,36.17497,-115.13722,89111,America/Los_Angeles
2800:7caf:4000::,2800:7caf:7fff:ffff:ffff:ffff:ffff:ffff,2800:7caf:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2409:40d6:e:1800::,2409:40d6:e:18ff:ffff:ffff:ffff:ffff,2409:40d6::,Rewāri,Haryana,IN,28.199,76.6183,123401,Asia/Kolkata
2a00:14d8:4736::,2a00:14d8:4739:ffff:ffff:ffff:ffff:ffff,2a00:14d8:4000::,Oslo,Oslo,NO,59.91273,10.74609,0001,Europe/Oslo
198.145.240.24,198.145.240.24,198.145.0.0,Seattle,Washington,US,47.4889,-122.3012,98168,America/Los_Angeles
177.83.48.0,177.83.55.7,177.83.0.0,Bragança Paulista,São Paulo,BR,-22.9527,-46.54418,12900-000,America/Sao_Paulo
2409:8a70:643c:a600::,2409:8a70:643c:a6ff:ffff:ffff:ffff:ffff,2409:8a70:4000::,Xi’an,Shaanxi,CN,34.25833,108.92861,710000,Asia/Shanghai
69.156.132.180,69.156.132.183,69.156.0.0,Montréal,Quebec,CA,45.50884,-73.58781,H3H,America/Toronto
47.37.76.0,47.37.76.127,47.37.0.0,Fort Worth,Texas,US,32.72541,-97.32085,76104,America/Chicago
142.120.60.134,142.120.60.134,142.120.0.0,Peterborough,Ontario,CA,44.30012,-78.31623,K9H,America/Toronto
73.218.255.122,73.218.255.255,73.218.0.0,Barnstable,Massachusetts,US,41.70011,-70.29947,02630,America/New_York
2c04:39bf:4000::,2c04:39bf:7fff:ffff:ffff:ffff:ffff:ffff,2c04:39bf:4000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2636:2d32:4000::,2636:2d32:7fff:ffff:ffff:ffff:ffff:ffff,2636:2d32:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
241a:e91::,241a:e91:3fff:ffff:ffff:ffff:ffff:ffff,241a:e91::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
37.219.255.88,37.219.255.91,37.219.0.0,Helsinki,Uusimaa,FI,60.16952,24.93545,00100,Europe/Helsinki
260c:12b4:c000::,260c:12b4:ffff:ffff:ffff:ffff:ffff:ffff,260c:12b4:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
27.55.37.88,27.55.37.91,27.55.0.0,Chiang Rai,Chiang Rai,TH,19.90858,99.8325,57000,Asia/Bangkok
213.3.9.88,213.3.9.96,213.3.0.0,Zürich,Zurich,CH,47.36667,8.55,8000,Europe/Zurich
2a16:9c17:4000::,2a16:9c17:7fff:ffff:ffff:ffff:ffff:ffff,2a16:9c17:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2600:1010:b155:5800::,2600:1010:b155:58ff:ffff:ffff:ffff:ffff,2600:1010:8000::,Sacramento,California,US,38.58157,-121.4944,94203,America/Los_Angeles
2a11:bea8::,2a11:bea8:3fff:ffff:ffff:ffff:ffff:ffff,2a11:bea8::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2402:8100:26f3:c900::,2402:8100:26f3:c9ff:ffff:ffff:ffff:ffff,2402:8100::,Morena,Madhya Pradesh,IN,26.49892,77.99534,476001,Asia/Kolkata
110.37.30.231,110.37.30.231,110.37.0.0,Sargodha,Punjab,PK,32.08586,72.67418,40462,Asia/Karachi
187.13.252.40,187.13.252.43,187.13.0.0,Petrópolis,Rio de Janeiro,BR,-22.505,-43.17861,25600-000,America/Sao_Paulo
2409:4041:d11:f400::,2409:4041:d11:f4ff:ffff:ffff:ffff:ffff,2409:4041::,Āmli,Dadra and Nagar Haveli and Daman and Diu,IN,20.28333,73.01667,396230,Asia/Kolkata
108.16.144.240,108.16.144.241,108.16.0.0,Laurel,Delaware,US,38.5565,-75.57131,19956,America/New_York
280d:ee44:8000::,280d:ee44:bfff:ffff:ffff:ffff:ffff:ffff,280d:ee44:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
189.87.0.25,189.87.0.26,189.87.0.0,Belo Horizonte,Minas Gerais,BR,-19.92083,-43.93778,30000-000,America/Sao_Paulo
2409:4081:ae06:1100::,2409:4081:ae06:11ff:ffff:ffff:ffff:ffff,2409:4081:8000::,Bhopāl,Madhya Pradesh,IN,23.25469,77.40289,464993,Asia/Kolkata
2408:39bb::,2408:39bb:3fff:ffff:ffff:ffff:ffff:ffff,2408:39bb::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
240b:471b:c000::,240b:471b:ffff:ffff:ffff:ffff:ffff:ffff,240b:471b:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2407:49e8:4000::,2407:49e8:7fff:ffff:ffff:ffff:ffff:ffff,2407:49e8:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2401:4900:4e70:900::,2401:4900:4e70:10ff:ffff:ffff:ffff:ffff,2401:4900:4000::,Bengaluru,Karnataka,IN,12.97194,77.59369,562114,Asia/Kolkata
65.115.129.118,65.115.129.118,65.115.0.0,Lantana,Florida,US,26.58674,-80.05199,33460,America/New_York
2803:b641:8000::,2803:b641:bfff:ffff:ffff:ffff:ffff:ffff,2803:b641:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2a0c:72a9:c000::,2a0c:72a9:ffff:ffff:ffff:ffff:ffff:ffff,2a0c:72a9:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
81.156.48.96,81.156.48.103,81.156.0.0,Cheddar,England,GB,51.27537,-2.77662,BS27,Europe/London
2a19:2ea0:4000::,2a19:2ea0:7fff:ffff:ffff:ffff:ffff:ffff,2a19:2ea0:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
62.97.235.0,62.97.235.40,62.97.0.0,Bergen,Vestland,NO,60.39299,5.32415,5003,Europe/Oslo
2400:8418:8000::,2400:8418:bfff:ffff:ffff:ffff:ffff:ffff,2400:8418:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2409:4064:2d18:f900::,2409:4064:2d18:f9ff:ffff:ffff:ffff:ffff,2409:4064::,Gaya,Bihar,IN,24.79686,85.00385,823002,Asia/Kolkata
2a1b:99c0:8000::,2a1b:99c0:bfff:ffff:ffff:ffff:ffff:ffff,2a1b:99c0:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
126.235.51.239,126.235.51.239,126.235.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
64.85.152.233,64.85.152.233,64.85.0.0,Southfield,Michigan,US,42.47337,-83.22187,48086,America/Detroit
280e:414e::,280e:414e:3fff:ffff:ffff:ffff:ffff:ffff,280e:414e::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2406:afb4::,2406:afb4:3fff:ffff:ffff:ffff:ffff:ffff,2406:afb4::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
27.221.47.0,27.221.47.255,27.221.0.0,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2c02:59af:4000::,2c02:59af:7fff:ffff:ffff:ffff:ffff:ffff,2c02:59af:4000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2633:7206:8000::,2633:7206:bfff:ffff:ffff:ffff:ffff:ffff,2633:7206:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
98.16.89.42,98.16.89.47,98.16.0.0,Moultrie,Georgia,US,31.17991,-83.78906,31776,America/New_York
2809:80e1:4000::,2809:80e1:7fff:ffff:ffff:ffff:ffff:ffff,2809:80e1:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
